ID,Account,Province,Region,Tender_Type,Offer_date,Start_date,End_date_including_extension,Length_of_contract_in_Months,Market,Tender_Standard_Unit_per_year,Winning_price_per_standard_unit,Molecule,Presentation,Winning_Product,Winning_Company,Competitor_with_2nd_Lowest_Price,Competitor_2nd_Lowest_Price_per_standard_unit,Competitor_with_3rd_Lowest_Price,Competitor_3rd_Lowest_Price_per_standard_unit,Competitor_with_4th_Lowest_Price,Competitor_4th_Lowest_Price_per_standard_unit,Competitor_with_5th_Lowest_Price,Competitor_5th_Lowest_Price_per_standard_unit,Competitor_with_6th_Lowest_Price,Competitor_6th_Lowest_Price_per_standard_unit,Competitor_with_7th_Lowest_Price,Competitor_7th_Lowest_Price_per_standard_unit,Competitor_with_8th_Lowest_Price,Competitor_8th_Lowest_Price_per_standard_unit,Competitor_with_9th_Lowest_Price,Competitor_9th_Lowest_Price_per_standard_unit,Competitor_with_10th_Lowest_Price,Competitor_10th_Lowest_Price_per_standard_unit
1319,Account25,Provice11,Region10,Tender Type1,4-30-12 12:00 AM,29-04-2012,28-04-2013,12,Market4,2000,0.09,Molecule4,Presentation13,Product41,Company6,Company22,0.19175,Company8,0.213,Company16,0.27,Company15,0.3,Company17,,,,,,,,,
1326,Account34,Provice42,Region19,Tender Type1,9-28-11 12:00 PM,07-05-2012,06-11-2015,36,Market4,2610,0.168,Molecule4,Presentation13,Product43,Company16,Company8,0.213,Company16,0.285,Company15,0.3,Company6,0.34,Company1,0.4726,,,,,,,,
1329,Account111,Provice15,Region13,Tender Type3,06-12-2012 12:00,01-07-2012,30-06-2016,48,Market4,8405,0.07049,Molecule4,Presentation13,Product41,Company6,Company8,0.15,Company16,0.412,,,,,,,,,,,,,,
1330,Account83,Provice13,Region10,Tender Type3,7-20-12 12:00 AM,01-09-2012,30-09-2016,48,Market4,6570,0.0902,Molecule4,Presentation13,Product41,Company6,Company16,0.216,Company8,0.2485,Company17,0.2625,Company15,0.3,,,,,,,,,,
1334,Account112,Provice2,Region2,Tender Type3,12-03-2012 11:00,07-12-2012,07-12-2013,12,Market4,800,0.09786,Molecule4,Presentation13,Product41,Company6,Company16,0.5,,,,,,,,,,,,,,,,
1337,Account73,Provice28,Region18,Tender Type3,10-16-12 12:00 AM,20-02-2013,28-08-2016,36,Market4,5500,0.0902,Molecule4,Presentation13,Product41,Company6,Company8,0.1917,Company17,0.2625,Company16,0.3,Company15,0.3,,,,,,,,,,
1339,Account107,Provice19,Region16,Tender Type3,2-14-13 12:00 PM,01-03-2013,28-08-2014,12,Market4,7000,0.07091,Molecule4,Presentation13,Product44,Company17,,,,,,,,,,,,,,,,,,
1341,Account37,Provice27,Region1,Tender Type1,10-03-2012 12:00,31-03-2013,30-09-2016,36,Market4,3200,0.087,Molecule4,Presentation13,Product41,Company6,Company8,0.213,Company16,0.3,Company15,0.3,,,,,,,,,,,,
1343,Account43,Provice43,Region20,Tender Type1,4-29-13 5:00 PM,01-06-2013,31-05-2016,36,Market4,1373,0.3,Molecule4,Presentation13,Product40,Company12,,,,,,,,,,,,,,,,,,
1344,Account27,Provice14,Region12,Tender Type3,04-10-2013 12:00,21-06-2013,30-06-2017,48,Market4,7815,,Molecule4,Presentation13,,,Company16,0.71497,,,,,,,,,,,,,,,,
1346,Account76,Provice49,Region3,Tender Type3,4-15-14 12:00 PM,01-09-2013,28-02-2017,36,Market4,10900,0.154,Molecule4,Presentation13,Product41,Company6,Company8,0.213,Company16,0.22,Company15,0.3,,,,,,,,,,,,
1349,Account112,Provice2,Region2,Tender Type3,11-28-13 11:00 AM,01-01-2014,31-03-2015,12,Market4,68070,0.06382,Molecule4,Presentation13,Product44,Company17,Company1,0.47261,Company16,0.71497,,,,,,,,,,,,,,
1350,Account28,Provice17,Region15,Tender Type3,11-12-2013 12:00,21-02-2014,20-02-2018,48,Market4,4895,0.213,Molecule4,Presentation13,Product45,Company2,Company16,0.219,Company15,0.3,Company1,0.3221,,,,,,,,,,,,
1355,Account84,Provice18,Region5,Tender Type3,6-18-13 12:00 PM,12-03-2014,12-09-2017,36,Market4,5100,0.1875,Molecule4,Presentation13,Product41,Company6,Company8,0.213,Company16,0.225,Company23,0.28364,Company15,0.3,,,,,,,,,,
1358,Account107,Provice19,Region16,Tender Type1,1-31-14 12:00 PM,01-05-2014,30-04-2017,36,Market4,10890,,Molecule4,Presentation13,,,Company1,0.1539,Company8,0.17,Company16,0.21,,,,,,,,,,,,
1360,Account111,Provice15,Region13,Tender Type3,4-14-14 12:00 AM,01-05-2014,01-11-2016,30,Market4,15470,,Molecule4,Presentation13,,,Company16,0.3,Company1,0.47261,,,,,,,,,,,,,,
1362,Account86,Provice4,Region4,Tender Type1,12-06-2013 12:00,10-07-2014,09-07-2017,36,Market4,1000,,Molecule4,Presentation13,,,Company15,0.3,,,,,,,,,,,,,,,,
1364,Account29,Provice1,Region1,Tender Type1,04-12-2013 18:00,15-08-2014,14-02-2016,12,Market4,3860,0.1846,Molecule4,Presentation13,Product45,Company2,Company1,0.18738,Company16,0.22,,,,,,,,,,,,,,
1365,Account106,Provice4,Region4,Tender Type5,11-03-2014 12:00,14-10-2014,30-05-2017,24,Market4,100,0.36,Molecule4,Presentation13,Product45,Company2,,,,,,,,,,,,,,,,,,
1367,Account111,Provice15,Region13,Tender Type3,9-24-14 11:00 AM,31-10-2014,30-10-2016,24,Market4,15470,,Molecule4,Presentation13,,,Company1,0.108,Company15,0.3,Company16,0.71497,,,,,,,,,,,,
1370,Account95,Provice21,Region6,Tender Type3,3-31-14 12:00 AM,01-11-2014,31-10-2016,24,Market4,31395,0.154,Molecule4,Presentation13,Product41,Company6,Company8,0.1633,Company16,0.22,Company15,0.3,,,,,,,,,,,,
1372,Account108,Provice4,Region4,Tender Type3,7-15-14 4:00 PM,03-11-2014,02-11-2016,24,Market4,42000,0.05,Molecule4,Presentation13,Product41,Company6,,,,,,,,,,,,,,,,,,
1374,Account112,Provice2,Region2,Tender Type3,11-20-14 12:00 AM,01-01-2015,31-03-2016,12,Market4,68070,,Molecule4,Presentation13,,,Company1,0.47261,Company16,0.71497,,,,,,,,,,,,,,
1375,Account111,Provice15,Region13,Tender Type3,12-09-2014 00:00,07-01-2015,06-11-2016,22,Market4,15470,0.108,Molecule4,Presentation13,Product41,Company6,Company16,0.3,,,,,,,,,,,,,,,,
1377,Account23,Provice22,Region5,Tender Type3,7-30-13 12:00 PM,12-01-2015,12-07-2018,36,Market4,48600,,Molecule4,Presentation13,,,Company8,0.142,Company1,0.1872,Company16,0.3,Company15,0.3,,,,,,,,,,
1381,Account27,Provice14,Region12,Tender Type3,7-30-14 12:00 PM,12-02-2015,31-10-2017,36,Market4,11300,,Molecule4,Presentation13,,,Company15,0.3,Company16,3,,,,,,,,,,,,,,
1384,Account93,Provice10,Region9,Tender Type4,2-17-15 12:00 PM,01-03-2015,30-03-2018,31,Market4,7446,0.17096,Molecule4,Presentation13,Product46,Company18,Company8,0.2059,Company1,0.224,Company16,0.3,Company15,0.33755,,,,,,,,,,
1387,Account109,Provice8,Region7,Tender Type1,1-30-15 12:00 AM,16-03-2015,15-09-2017,24,Market4,11320,0.136,Molecule4,Presentation13,Product45,Company2,Company1,0.12,Company16,0.3,Company15,0.472,,,,,,,,,,,,
1391,Account112,Provice2,Region2,Tender Type3,3-17-15 12:00 AM,06-04-2015,05-04-2016,9,Market4,68071,0.128,Molecule4,Presentation13,Product41,Company6,Company8,0.18602,Company25,0.194,Company14,0.25655,Company16,0.3,Company15,0.47261,,,,,,,,
1394,Account75,Provice30,Region1,Tender Type2,3-16-15 12:00 PM,15-05-2015,14-05-2016,12,Market4,880,0.27,Molecule4,Presentation13,Product41,Company6,,,,,,,,,,,,,,,,,,
1395,Account107,Provice19,Region16,Tender Type3,4-20-15 12:00 PM,22-05-2015,22-05-2018,36,Market4,10890,,Molecule4,Presentation13,,,Company1,0.47261,Company8,,,,,,,,,,,,,,,
1397,Account33,Provice1,Region1,Tender Type3,06-05-2015 17:00,06-06-2015,05-12-2018,36,Market4,6063,0.3,Molecule4,Presentation13,Product40,Company12,,,,,,,,,,,,,,,,,,
1398,Account107,Provice19,Region16,Tender Type3,09-07-2015 12:00,06-10-2015,31-10-2018,36,Market4,10890,0.1076,Molecule4,Presentation13,Product41,Company6,Company16,0.28,,,,,,,,,,,,,,,,
1399,Account15,Provice10,Region9,Tender Type1,2-15-10 12:00 PM,01-03-2010,29-09-2012,24,Market4,169910,2.57,Molecule4,Presentation14,Product47,Company13,Company16,2.65,,,,,,,,,,,,,,,,
1400,Account27,Provice14,Region12,Tender Type1,04-08-2010 12:00,31-03-2010,30-09-2012,30,Market4,210806,1.65,Molecule4,Presentation14,Product48,Company12,Company15,1.92,,,,,,,,,,,,,,,,
1401,Account92,Provice20,Region17,Tender Type4,03-12-2010 12:00,31-03-2010,30-08-2011,15,Market4,22000,1.67,Molecule4,Presentation14,Product48,Company12,,,,,,,,,,,,,,,,,,
1402,Account14,Provice1,Region1,Tender Type2,6-18-10 12:00 AM,01-05-2010,30-04-2014,36,Market4,20000,1.39,Molecule4,Presentation14,Product48,Company12,,,,,,,,,,,,,,,,,,
1403,Account107,Provice19,Region16,Tender Type1,4-30-10 12:00 PM,30-07-2010,29-07-2014,36,Market4,45016,1.92,Molecule4,Presentation14,Product47,Company13,Company16,1.98,,,,,,,,,,,,,,,,
1404,Account20,Provice25,Region1,Tender Type4,4-16-10 12:00 PM,01-09-2010,28-02-2015,48,Market4,91880,2.71084,Molecule4,Presentation14,Product48,Company12,,,,,,,,,,,,,,,,,,
1405,Account64,Provice3,Region3,Tender Type1,5-18-10 12:00 PM,29-09-2010,30-06-2014,36,Market4,191486,2.34,Molecule4,Presentation14,Product48,Company12,Company15,2.4,,,,,,,,,,,,,,,,
1406,Account94,Provice47,Region6,Tender Type1,08-02-2010 12:00,01-10-2010,30-06-2014,36,Market4,151588,1.92,Molecule4,Presentation14,Product48,Company12,Company15,1.94,,,,,,,,,,,,,,,,
1407,Account9,Provice33,Region1,Tender Type1,5-24-10 12:00 PM,01-11-2010,30-04-2014,36,Market4,39270,2.2,Molecule4,Presentation14,Product47,Company13,Company16,2.5,,,,,,,,,,,,,,,,
1408,Account104,Provice1,Region1,Tender Type1,04-07-2010 12:00,16-12-2010,16-06-2012,12,Market4,672900,,Molecule4,Presentation14,,,Company15,2.71057,,,,,,,,,,,,,,,,
1409,Account24,Provice52,Region2,Tender Type4,11-24-10 12:00 AM,31-12-2010,30-06-2011,6,Market4,22000,1.88,Molecule4,Presentation14,Product48,Company12,Company15,1.98,,,,,,,,,,,,,,,,
1410,Account21,Provice25,Region1,Tender Type2,02-08-2011 12:00,01-02-2011,30-11-2014,43,Market4,350,2.71,Molecule4,Presentation14,Product47,Company13,Company16,2.71084,,,,,,,,,,,,,,,,
1411,Account27,Provice14,Region12,Tender Type1,10-07-2010 00:00,01-02-2011,31-01-2015,36,Market4,88241,1.56,Molecule4,Presentation14,Product48,Company12,Company15,1.58,,,,,,,,,,,,,,,,
1412,Account101,Provice3,Region3,Tender Type1,2-14-11 12:00 PM,01-03-2011,28-06-2014,36,Market4,350,1.59006,Molecule4,Presentation14,Product47,Company13,Company16,2.3,,,,,,,,,,,,,,,,
1413,Account11,Provice1,Region1,Tender Type2,03-11-2011 12:00,01-04-2011,30-06-2012,12,Market4,13000,1.749,Molecule4,Presentation14,Product48,Company12,,,,,,,,,,,,,,,,,,
1414,Account20,Provice25,Region1,Tender Type4,11-29-10 12:00 PM,01-04-2011,30-09-2015,48,Market4,91880,1.7,Molecule4,Presentation14,Product48,Company12,,,,,,,,,,,,,,,,,,
1415,Account19,Provice5,Region1,Tender Type3,3-30-11 12:00 AM,18-05-2011,18-08-2012,48,Market4,48000,1.98,Molecule4,Presentation14,Product47,Company13,Company16,1.9,,,,,,,,,,,,,,,,
1416,Account73,Provice28,Region18,Tender Type1,11-25-10 12:00 AM,31-05-2011,30-05-2014,36,Market4,29057,2.37003,Molecule4,Presentation14,Product47,Company13,Company16,2.40003,,,,,,,,,,,,,,,,
1418,Account98,Provice3,Region3,Tender Type1,05-11-2011 13:00,01-06-2011,31-05-2014,36,Market4,12000,,Molecule4,Presentation14,,,Company15,1.49,Company16,1.55,,,,,,,,,,,,,,
1419,Account80,Provice24,Region1,Tender Type1,05-03-2011 12:00,01-07-2011,30-06-2014,36,Market4,7000,1.85,Molecule4,Presentation14,Product48,Company12,Company15,2.1,,,,,,,,,,,,,,,,
1423,Account61,Provice25,Region1,Tender Type4,9-15-11 12:00 PM,01-09-2011,31-12-2013,28,Market4,10714,0.228,Molecule4,Presentation14,Product49,Company15,Company18,0.35268,Company16,0.39,Company1,0.39726,Company8,0.4,Company15,0.6,,,,,,,,
1425,Account1,Provice25,Region1,Tender Type2,08-12-2011 12:00,01-10-2011,30-09-2012,12,Market4,3300,0.49999,Molecule4,Presentation14,Product50,Company9,Company1,0.5,Company18,0.67,,,,,,,,,,,,,,
1431,Account3,Provice2,Region2,Tender Type4,9-30-11 12:00 PM,31-10-2011,30-06-2012,6,Market4,40000,0.2508,Molecule4,Presentation14,Product49,Company15,Company8,0.358,Company1,0.36389,Company6,0.4,Company15,0.4,Company17,0.4095,Company16,0.8,,,,,,
1433,Account74,Provice6,Region5,Tender Type1,1-21-11 1:00 PM,31-10-2011,30-04-2014,36,Market4,62000,1.6,Molecule4,Presentation14,Product48,Company12,Company15,2.05,,,,,,,,,,,,,,,,
1435,Account98,Provice3,Region3,Tender Type4,11-17-11 12:00 AM,09-11-2011,08-05-2012,6,Market4,12000,0.1408,Molecule4,Presentation14,Product51,Company6,Company22,0.228,Company18,0.37,Company6,0.373,Company17,0.4095,,,,,,,,,,
1439,Account2,Provice53,Region1,Tender Type1,8-30-11 5:00 PM,01-01-2012,30-11-2016,48,Market4,16000,0.395,Molecule4,Presentation14,Product51,Company6,Company6,0.387,Company17,0.42,Company16,,Company15,,,,,,,,,,,
1444,Account64,Provice3,Region3,Tender Type4,12-23-11 9:00 AM,01-01-2012,30-06-2013,12,Market4,191486,0.1408,Molecule4,Presentation14,Product51,Company6,Company22,0.1824,Company8,0.26,Company18,0.287,Company16,0.36,Company15,0.4,Company17,0.4095,Company6,0.668,,,,
1450,Account92,Provice20,Region17,Tender Type4,11-09-2011 12:00,01-01-2012,28-02-2014,24,Market4,22500,0.2166,Molecule4,Presentation14,Product49,Company15,Company1,0.23889,Company18,0.3,Company8,0.32,Company24,0.342,Company6,0.36,Company16,0.45,Company15,0.45,,,,
1456,Account95,Provice21,Region6,Tender Type1,12-12-2011 13:00,01-01-2012,30-09-2013,12,Market4,186795,0.148,Molecule4,Presentation14,Product51,Company6,,,,,,,,,,,,,,,,,,
1463,Account112,Provice2,Region2,Tender Type3,10-26-11 12:00 PM,01-01-2012,01-01-2013,12,Market4,423300,0.1938,Molecule4,Presentation14,Product49,Company15,Company1,0.2,Company8,0.2052,Company17,0.294,Company16,0.36,Company6,0.36,Company15,0.4,Company23,0.425,,,,
1464,Account109,Provice8,Region7,Tender Type1,7-25-11 12:00 AM,12-01-2012,11-12-2014,24,Market4,322731,0.37,Molecule4,Presentation14,Product48,Company12,Company1,0.395,Company17,0.42,Company23,0.5,Company15,0.9,,,,,,,,,,
1469,Account32,Provice1,Region1,Tender Type2,1-19-12 12:00 PM,31-01-2012,30-03-2015,32,Market4,3374,0.19843,Molecule4,Presentation14,Product51,Company6,Company8,0.3,Company6,0.45,,,,,,,,,,,,,,
1470,Account66,Provice4,Region4,Tender Type2,2-23-12 12:00 AM,29-02-2012,28-02-2013,12,Market4,7000,0.141,Molecule4,Presentation14,Product51,Company6,Company16,0.37,Company8,0.38,Company15,0.4,Company17,0.4095,Company6,0.666,,,,,,,,
1477,Account53,Provice9,Region8,Tender Type1,10-31-11 12:00 PM,01-03-2012,01-07-2016,48,Market4,16945,0.15989,Molecule4,Presentation14,Product51,Company6,Company22,0.2508,Company8,0.258,Company17,0.294,Company6,0.36,Company15,0.4,Company16,1.00217,,,,,,
1483,Account15,Provice10,Region9,Tender Type1,12-05-2011 12:00,15-03-2012,14-05-2014,24,Market4,139210,0.14,Molecule4,Presentation14,Product51,Company6,Company22,0.171,Company8,0.2052,Company18,0.265,Company16,0.36,Company6,0.36,Company15,0.4,Company17,0.4095,,,,
1490,Account52,Provice26,Region9,Tender Type1,12-05-2011 12:00,15-03-2012,14-05-2014,24,Market4,40772.5,0.14,Molecule4,Presentation14,Product51,Company6,Company22,0.171,Company8,0.2052,Company18,0.265,Company16,0.36,Company6,0.36,Company15,0.4,Company17,0.4095,,,,
1498,Account96,Provice7,Region6,Tender Type2,3-15-12 12:00 AM,01-04-2012,31-10-2015,36,Market4,132386,0.13598,Molecule4,Presentation14,Product51,Company6,Company8,0.2544,Company24,0.34003,Company15,0.39998,Company17,0.47002,Company16,0.47995,,,,,,,,
1500,Account88,Provice4,Region4,Tender Type1,12-07-2011 12:00,03-04-2012,03-10-2014,24,Market4,10000,0.1408,Molecule4,Presentation14,Product51,Company6,Company22,0.228,Company18,0.298,Company17,0.4095,Company8,0.668,,,,,,,,,,
1506,Account25,Provice11,Region10,Tender Type1,4-30-12 12:00 AM,29-04-2012,28-04-2013,12,Market4,4500,0.14,Molecule4,Presentation14,Product51,Company6,Company8,0.2052,Company18,0.225,Company22,0.3078,Company16,0.36,Company15,1.00217,Company17,,,,,,,
1510,Account98,Provice3,Region3,Tender Type4,04-02-2012 00:00,01-05-2012,30-04-2015,36,Market4,12000,0.1408,Molecule4,Presentation14,Product51,Company6,,,,,,,,,,,,,,,,,,
1516,Account5,Provice36,Region1,Tender Type1,11-25-11 12:00 PM,07-05-2012,30-10-2015,36,Market4,16630,0.228,Molecule4,Presentation14,Product49,Company15,Company8,0.3,Company18,0.333,Company16,0.345,Company6,0.35,Company1,0.395,Company17,0.4095,Company15,0.45,Company23,0.4502,,
1522,Account34,Provice42,Region19,Tender Type1,9-28-11 12:00 PM,07-05-2012,06-11-2015,36,Market4,91991,0.2,Molecule4,Presentation14,Product51,Company6,Company8,0.2052,Company17,0.294,Company18,0.2992,Company16,0.36,Company6,0.36,Company15,0.4,,,,,,
1527,Account47,Provice4,Region4,Tender Type4,02-06-2012 12:00,17-05-2012,16-11-2013,12,Market4,6200,0.1408,Molecule4,Presentation14,Product51,Company6,Company22,0.171,Company18,0.31,Company16,0.37,Company17,0.4095,Company15,0.424,Company6,0.45,Company8,0.6,,,,
1532,Account111,Provice15,Region13,Tender Type3,06-12-2012 12:00,01-07-2012,30-06-2016,48,Market4,172195,0.11199,Molecule4,Presentation14,Product51,Company6,Company16,0.57586,,,,,,,,,,,,,,,,
1537,Account79,Provice12,Region11,Tender Type3,7-16-12 3:00 PM,01-08-2012,31-08-2016,48,Market4,10000,0.142,Molecule4,Presentation14,Product51,Company6,Company18,0.2214,Company8,0.24,Company16,0.4,Company15,0.4,Company17,0.4095,,,,,,,,
1540,Account83,Provice13,Region10,Tender Type3,7-20-12 12:00 AM,01-09-2012,30-09-2016,48,Market4,47750,0.1,Molecule4,Presentation14,Product51,Company6,Company8,0.24,Company16,0.37,Company15,0.4,Company17,0.4095,,,,,,,,,,
1544,Account22,Provice20,Region17,Tender Type1,5-16-12 12:00 PM,01-10-2012,30-09-2014,24,Market4,216700,0.19,Molecule4,Presentation14,Product52,Company2,Company1,0.19879,Company18,0.25232,Company16,0.355,Company15,0.4,Company17,0.4095,Company26,0.42,,,,,,
1550,Account27,Provice14,Region12,Tender Type1,09-04-2012 00:00,01-10-2012,31-10-2015,36,Market4,62799,0.098,Molecule4,Presentation14,Product51,Company6,Company8,0.1798,Company16,0.36,,,,,,,,,,,,,,
1552,Account19,Provice5,Region1,Tender Type3,10-11-2012 00:00,28-10-2012,28-02-2014,31,Market4,45804,0.13,Molecule4,Presentation14,Product51,Company6,Company16,0.4,Company15,0.4,Company6,0.666,Company17,0.668,,,,,,,,,,
1556,Account112,Provice2,Region2,Tender Type3,12-03-2012 11:00,07-12-2012,07-12-2013,12,Market4,423300,0.14729,Molecule4,Presentation14,Product51,Company6,Company22,0.1596,Company16,1,,,,,,,,,,,,,,
1559,Account27,Provice14,Region12,Tender Type3,12-07-2012 00:00,01-02-2013,31-01-2015,24,Market4,142903,0.133,Molecule4,Presentation14,Product51,Company6,Company18,0.2472,Company16,0.4,,,,,,,,,,,,,,
1560,Account58,Provice1,Region1,Tender Type4,12-18-12 12:00 PM,01-02-2013,31-01-2014,12,Market4,6150,0.273,Molecule4,Presentation14,Product51,Company6,Company16,0.4,Company8,0.431,Company17,0.549,Company15,0.549,,,,,,,,,,
1566,Account73,Provice28,Region18,Tender Type3,10-16-12 12:00 AM,20-02-2013,28-08-2016,36,Market4,24500,0.1,Molecule4,Presentation14,Product51,Company6,Company8,0.1938,Company18,0.22,Company16,0.4,Company15,0.4,Company17,0.4095,,,,,,,,
1569,Account107,Provice19,Region16,Tender Type3,2-14-13 12:00 PM,01-03-2013,28-08-2014,12,Market4,45100,0.1385,Molecule4,Presentation14,Product51,Company6,,,,,,,,,,,,,,,,,,
1573,Account108,Provice4,Region4,Tender Type3,10-04-2012 16:00,18-03-2013,31-05-2014,14,Market4,113625,0.09999,Molecule4,Presentation14,Product51,Company6,Company8,0.19,Company16,0.353,Company15,0.4,Company17,0.4095,,,,,,,,,,
1576,Account37,Provice27,Region1,Tender Type1,10-03-2012 12:00,31-03-2013,30-09-2016,36,Market4,6500,0.14,Molecule4,Presentation14,Product51,Company6,Company8,0.342,Company16,0.4,Company15,0.4,,,,,,,,,,,,
1577,Account11,Provice1,Region1,Tender Type1,4-30-13 12:00 AM,01-05-2013,30-11-2017,48,Market4,68855,0.18,Molecule4,Presentation14,Product51,Company6,Company16,,,,,,,,,,,,,,,,,
1578,Account76,Provice49,Region3,Tender Type3,2-21-13 5:00 PM,20-05-2013,28-02-2017,36,Market4,351124,0.145,Molecule4,Presentation14,Product51,Company6,,,,,,,,,,,,,,,,,,
1579,Account43,Provice43,Region20,Tender Type1,4-29-13 5:00 PM,01-06-2013,31-05-2016,36,Market4,128529,0.14999,Molecule4,Presentation14,Product51,Company6,,,,,,,,,,,,,,,,,,
1582,Account49,Provice16,Region14,Tender Type1,4-18-12 4:00 PM,06-06-2013,30-11-2014,24,Market4,50990,0.135,Molecule4,Presentation14,Product51,Company6,Company8,0.2,Company18,0.219,Company16,0.351,Company15,0.4,Company17,0.4095,,,,,,,,
1585,Account27,Provice14,Region12,Tender Type3,04-10-2013 12:00,21-06-2013,30-06-2017,48,Market4,181295,0.139,Molecule4,Presentation14,Product51,Company6,Company16,1.00217,,,,,,,,,,,,,,,,
1586,Account82,Provice44,Region5,Tender Type2,7-17-13 10:00 AM,30-11-2013,31-05-2014,6,Market4,12600,0.1565,Molecule4,Presentation14,Product51,Company6,Company8,0.1788,,,,,,,,,,,,,,,,
1589,Account112,Provice2,Region2,Tender Type3,11-28-13 11:00 AM,01-01-2014,31-03-2015,12,Market4,202880,,Molecule4,Presentation14,,,Company27,0.2392,Company1,0.75739,Company16,1.00217,,,,,,,,,,,,
1590,Account58,Provice1,Region1,Tender Type4,12-12-2013 12:00,01-02-2014,31-01-2015,12,Market4,3665,0.198,Molecule4,Presentation14,Product52,Company2,Company1,0.219,,,,,,,,,,,,,,,,
1594,Account28,Provice17,Region15,Tender Type3,11-12-2013 12:00,21-02-2014,20-02-2018,48,Market4,119835,0.19312,Molecule4,Presentation14,Product52,Company2,Company27,0.20868,Company16,0.36,Company15,0.4,Company1,0.445,,,,,,,,,,
1599,Account84,Provice18,Region5,Tender Type3,6-18-13 12:00 PM,12-03-2014,12-09-2017,36,Market4,78531,0.1445,Molecule4,Presentation14,Product51,Company6,Company8,0.23856,Company27,0.3,Company16,0.348,Company15,0.4,Company23,0.45455,,,,,,,,
1602,Account59,Provice27,Region1,Tender Type1,03-01-2012 16:00,01-04-2014,30-01-2016,36,Market4,14000,0.141,Molecule4,Presentation14,Product51,Company6,Company8,0.28,Company18,0.31,Company24,0.342,Company16,0.35,Company15,0.4,,,,,,,,
1606,Account112,Provice2,Region2,Tender Type3,3-19-14 11:00 AM,01-04-2014,31-03-2015,9,Market4,202880,0.216,Molecule4,Presentation14,Product51,Company6,Company8,0.2272,Company16,0.4,,,,,,,,,,,,,,
1609,Account107,Provice19,Region16,Tender Type1,1-31-14 12:00 PM,01-05-2014,30-04-2017,36,Market4,80850,,Molecule4,Presentation14,,,Company8,0.196,Company1,0.2049,Company16,0.358,,,,,,,,,,,,
1610,Account111,Provice15,Region13,Tender Type3,4-14-14 12:00 AM,01-05-2014,01-11-2016,30,Market4,206589,,Molecule4,Presentation14,,,Company16,0.355,Company1,0.75739,,,,,,,,,,,,,,
1612,Account31,Provice20,Region17,Tender Type3,2-21-14 12:00 PM,30-05-2014,29-11-2016,24,Market4,211662,0.178,Molecule4,Presentation14,Product52,Company2,Company1,0.18,,,,,,,,,,,,,,,,
1614,Account80,Provice24,Region1,Tender Type1,5-27-14 12:00 PM,01-07-2014,30-09-2017,36,Market4,6000,0.23,Molecule4,Presentation14,Product52,Company2,Company14,0.34091,Company16,0.4,Company15,0.44,Company28,0.54155,,,,,,,,,,
1617,Account29,Provice1,Region1,Tender Type1,04-12-2013 18:00,15-08-2014,14-02-2016,12,Market4,457790,0.141,Molecule4,Presentation14,Product51,Company6,Company29,0.365,,,,,,,,,,,,,,,,
1618,Account90,Provice50,Region6,Tender Type1,11-05-2013 17:00,01-09-2014,28-02-2018,36,Market4,858,0.23899,Molecule4,Presentation14,Product51,Company6,Company8,0.264,,,,,,,,,,,,,,,,
1619,Account106,Provice4,Region4,Tender Type5,11-03-2014 12:00,14-10-2014,30-05-2017,24,Market4,850,0.2048,Molecule4,Presentation14,Product51,Company6,,,,,,,,,,,,,,,,,,
1623,Account111,Provice15,Region13,Tender Type3,9-24-14 11:00 AM,31-10-2014,30-10-2016,24,Market4,206589,,Molecule4,Presentation14,,,Company8,0.17999,Company1,0.215,Company15,0.4,Company16,1.00217,,,,,,,,,,
1625,Account95,Provice21,Region6,Tender Type3,3-31-14 12:00 AM,01-11-2014,31-10-2016,24,Market4,523054,0.205,Molecule4,Presentation14,Product51,Company6,Company8,0.26128,Company16,0.348,Company15,0.4,,,,,,,,,,,,
1627,Account112,Provice2,Region2,Tender Type3,11-20-14 12:00 AM,01-01-2015,31-03-2016,12,Market4,202880,0.168,Molecule4,Presentation14,Product51,Company6,Company16,1.00217,,,,,,,,,,,,,,,,
1631,Account23,Provice22,Region5,Tender Type3,7-30-13 12:00 PM,12-01-2015,12-07-2018,36,Market4,45200,,Molecule4,Presentation14,,,Company1,0.144,Company8,0.2272,Company16,0.4,Company15,0.4,,,,,,,,,,
1633,Account27,Provice14,Region12,Tender Type3,7-30-14 12:00 PM,12-02-2015,31-10-2017,36,Market4,223097,0.21243,Molecule4,Presentation14,Product52,Company2,Company1,0.22,Company16,0.4,Company15,0.4,,,,,,,,,,,,
1637,Account93,Provice10,Region9,Tender Type4,2-17-15 12:00 PM,01-03-2015,30-03-2018,31,Market4,192481,0.21584,Molecule4,Presentation14,Product52,Company2,Company1,0.23,Company14,0.33659,Company16,0.4,Company15,0.472,Company26,0.55,,,,,,,,
1641,Account109,Provice8,Region7,Tender Type1,1-30-15 12:00 AM,16-03-2015,15-09-2017,24,Market4,407984,0.178,Molecule4,Presentation14,Product52,Company2,Company1,0.23,Company16,0.4,Company15,0.432,,,,,,,,,,,,
1644,Account111,Provice15,Region13,Tender Type3,3-13-15 12:00 AM,01-04-2015,30-09-2016,18,Market5,206589,,Molecule4,Presentation14,,,Company15,0.432,Company16,1.00217,,,,,,,,,,,,,,
